Гонкуры,	[' братья: Эдмон (1822—1896) и Жюль (1830—1870), французские писатели — ']	['II', 'IV']	['80,269,272,415,590', '199']
Гораций Флакк, Квинт	[' (ок. 65 — ок. 8 до н.э.), римский поэт — ']	['III']	['256']
Горлин, Александр Николаевич	[' (1878—1938), переводчик, редактор — ']	['IV']	['45,46,48,49,52,54,57—59,61—64,67—69,71—73,76,78,79,85—87,91,107,378']
Горнунг, Борис Владимирович	[' (1900—1976), литературовед — ']	['II', 'IV']	['86', '42,376']
Горнунг, Лев Владим	['ирович (1902—1993), поэт, литературовед — ']	['II', 'IV']	['86', '33,375']
Горнфельд, Аркадий Георгиевич	[' (1867—1941), литературный критик, переводчик — ']	['III', 'IV']	['171,173,174,176', '101—103,116,121,127,128,131,389,392,393,396,397']
Городецкий, Сергей Митрофанович	[' (1884—1967), поэт — ']	['I', 'II']	['193,229,287', '314,550,645']
Горохов Л.Б., 	['главный редактор Ленгиза — ']	['IV']	['95,96']
Горький, Максим	[' (наст. имя Пешков, Алексей Максимович; 1868—1936), писатель — ']	['II', 'III', 'IV']	['84,261,345,517', '368', '161,167']
Горячев, Николай Михайлович	[' (1905—1941), председатель воронежского облрадиокомитета — ']	['IV']	['163,164,414']
Готшед, Иоганн Кристоф	[' (1700—1766), немецкий писатель, критик — ']	['III']	['292,293']
Готье, Теофиль	[' (1811—1872), французский писатель, критик — ']	['I', 'II']	['160', '445']
Гофман, Артур Яковлевич,	[' сотрудник министерства торговли и промышленности, преподаватель Коммерческого училища И. А. Мазинга — ']	['II']	['478,491,563,570—572']
Гофман, Иосиф Казимир	[' (1876—1957), польский пианист, композитор — ']	['II']	['365,366']
Гофман, Эрнст Теодор Амадей	[' (Эрнст Теодор Вильгельм; 1776—1822), немецкий писатель и композитор — ']	['I', 'II']	['230', '601,603']
Грановский (Азарх), Алексей Михайлович	[' (1890—1937), режиссер, директор Государственного еврейского театра — ']	['II', 'IV']	['447', '89,387']
Гретхен	[]	['']	[]
Грибоедов, Александр Сергеевич	[' (1795—1829), драматург, дипломат — ']	['III']	['306']
Григорьев, Аполлон Александрович	[' (1822—1864), поэт, критик — ']	['II', 'III']	['238,253', '406']
Григорьева, Наталья Григорьевна	[' (1899—1975), эпидемиолог, сестра Григорьевой Т. Г. — ']	['IV']	['62,133,152,160,161,382']
Григорьева, Татьяна Григорьевна	[' (1904—1981), энтомолог, вторая жена Е. Э. Мандельштама — ']	['IV']	['133,142,144,149,151,153,154,160,161,172,173,198,382']
Грин, Александр	[' (наст. имя Гриневский, Александр Степанович; 1880—1932), писатель — ']	['III']	['171']
Грин, Нина Николаевна,	[' жена А. Грина — ']	['IV']	['154']
Гримм, Фредерик-Мельхиор	[' (1723—1807), барон, немецкий писатель, критик — ']	['III']	['244']
Гришашвили (Мамулайшвили), Иосиф Григорьевич	[' (1889—1965), грузинский поэт — ']	['II']	['99,612']
Гронский, Иван Михайлович	[' (1894—1985), сов. парт. деятель, редактор — ']	['IV']	['146,406']
Гросс (Старынкевич, Богданова-Бельская), Паллада Олимпиевна	[' (1887—1968), поэтесса, хозяйка литературного салона в Санкт-Петербурге — ']	['I']	['162']
Груздев, Илья Александрович	[' (1892—1960), литературовед — ']	['IV']	['65,98,153,383,390,409']
Грузенберг, Оскар Осипович, 	['адвокат — ']	['II']	['468']
Грюнберг, Леон Борисович,	[' заведующий отделом издательства «Прибой» — ']	['IV']	['69,70,72,78']
Гулиа, Дмитрий Иосифович	[' (1874—1960), абхазский поэт, литературовед — ']	['III']	['196']
Гумилев, Лев Николаевич	[' (1912—1992), сын Н. С. Гумилева и А. А. Ахматовой, историк-востоковед, географ — ']	['III', 'IV']	['152', '363']
Гумилев, Николай Степанович	[' (1886—1921), поэт — ']	['I', 'II', 'III', 'IV']	['81,160,217,226,229', '409', '411', '101,392']
Гурвич, Александр Гаврилович	[' (1874—1954), биолог — ']	['III']	['193,194']
Гурвич, Элеонора Самойловна	[' (1900—1989), жена А. Э. Мандельштама, художница — ']	['IV']	['141,145,404']
Гюго, Виктор Мари	[' (1802—1885), французский писатель — ']	['II', 'III']	['303,353,356,462,463,639', '207,225']
Гюисманс, Жорис Карл	[' (Жорж Шарль; 1848—1907), французский писатель — ']	['I']	['191,287']
Давид, Жак Луи	[' (1748—1825), французский художник — ']	['I', 'II']	['213', '463,640']
Давыдов, Зиновий,	[' сотрудник Госиздата — ']	['I']	['158']
Даль, Владимир Иванович	[' (1801—1872), писатель, лексикограф — ']	['I']	['225']
Далькроз (Жак-Далькроз), Эмиль	[' (1865—1950), швейцарский композитор, основатель одной из систем ритмической гимнастики — ']	['I']	['210,290']
Данте Алигьери	[' (1265—1321), итальянский поэт — ']	['I', 'II', 'III', 'IV']	['97,200', '80,256,304,322,520,557', '64,116,129,194,201,216—259,316,371,399—411', '26,27,108,195']
Дантес, Жорж Шарль, 	['барон Геккерен (1812—1895), убийца А. С. Пушкина — ']	['III']	['173']
Дантон, Жорж Жак	[' (1759—1794), деятель Великой французской революции — ']	['III']	['430']
Дарвин, Чарлз Роберт	[' (1809—1882), английский естествоиспытатель — ']	['II', 'III']	['216', '201,212—216,390—398,461']
Дармолатова, Мария Николаевна	[' (?—1942), мать первой жены Е. Э. Мандельштама — ']	['IV']	['30,32,38,40,55,57,58,62,64,65,67,70,71,74,76,77,82,96,160,161,173']
Даудистель, Альберт	[' (1890—1955), немецкий писатель — ']	['II', 'IV']	['585', '59,63,65,69,108']
Дворжак, Антонин	[' (1841—1904), чешский композитор — ']	['IV']	['199']
Дебюсси, Клод	[' (Ашиль Клод; 1862—1918), французский композитор — ']	['II']	['238,591']
Декарт, Рене	[' (1596—1650), французский философ и ученый — ']	['III']	['406']
Делавинь,	[' нотариус, брат французского поэта и драматурга Казимира Жана Франсуа Делавиня — ']	['II']	['303']
Делакруа, Эжен	[' (1798—1863), французский художник — ']	['III']	['185']
Делигенский,	[' врач — ']	['IV']	['145']
Демель, Рихард	[' (1863—1920), немецкий поэт — ']	['IV']	['15,367']
Демидов (Демидовы),	[' уральские горнозаводчики — ']	['II']	['562']
Демокрит	[' (ок. 460—370 до н. э.), древнегреческий философ — ']	['III']	['220']
Демосфен	[' (384—322 до н. э.), афинский оратор и политический деятель — ']	['III']	['238']
Деникин, Антон Иванович	[' (1872—1947), генерал, командующий Добровольческой армией — ']	['II']	['395,397']
Державин, Гаврила Романович	[' (1743—1816), поэт — ']	['I', 'II', 'III']	['206,215,217,219', '265,294', '66']
Диксон	[' — ']	['IV']	['35']
Джером, Джером Клапка	[' (1859—1927), английский писатель — ']	['II']	['381']
Джорджоне	[' (наст. имя Джорджо Барбарелли да Кастельфранко; ок. 1477—1510), итальянский художник — ']	['II']	['238,482,573']
Джорыгов (Джорогов),	[' инженер — ']	['IV']	['68,383']
Джотто ди Бондоне	[' (1266—1337), итальянский художник — ']	['III']	['232,406']
Дзюба	[' — ']	['III']	['426,431']
Диккенс, Чарлз	[' (1812—1870), английский писатель — ']	['I', 'III', 'IV']	['93', '201,215,393,397,398', '168']
Димитрий,	[' <i>царевич</i> (1582—1591), сын царя Ивана IV — ']	['I']	['167']
Диоген из Синопа	[' (ок. 413 — ок. 327 до н. э.), древнегреческий философ — ']	['III']	['190']
Длигач, Лев Миха	['йлович (1904—1949), поэт, журналист — ']	['II', 'IV']	['632', '135,402']
Добролюбов, Александр Михайлович	[' (1876—1945?), поэт — ']	['II']	['388']
Добролюбов, Николай Александрович	[' (1836—1861), революционер-демократ, критик, публицист — ']	['II']	['375']
Доде, Альфонс	[' (1840—1897), французский писатель — ']	['IV']	['107,108']
Доде, Леон	[' (1868—1942), французский публицист и писатель, сын А. Доде — ']	['II']	['428,431']
Дойль, Артур Конан	[' (1859—1930), английский писатель — ']	['I', 'II']	['189', '608']
Долгушевский,	[' секретарь Воробьевского райкома — ']	['III']	['428,438']
Долидзе, Федор Евсеевич	[' (1883—1977), антрепренер — ']	['II']	['257,623']
Доржелес (Лекавеле), Ролан	[' (1886—1973), французский писатель — ']	['II']	['595']
Дорохов, 	['председатель колхоза в Воробьевском районе — ']	['III']	['424,432,433,437']
Достоевский, Федор Михайлович	[' (1821—1881), писатель — ']	['II', 'III']	['239,261,357,364,369,460,461,503', '16,22,223']
Драч	[' (наст. имя Юрий Мазар), адвокат — ']	['II']	['435,635']
Дрейфус, Альфред	[' (1859—1935), офицер французского генерального штаба, обвиненный в шпионаже в пользу Германии — ']	['II', 'IV']	['347,348,449,581,586', '134']
Дризен (Остен-Дризен), Николай Васильевич	[' (1868—1935), театральный деятель, историк театра — ']	['II']	['440,637']
Дуров, Владимир Леонидович	[' (1863—1934), дрессировщик, основатель Театра зверей — ']	['II']	['435,441,635']
Дюамель, Жорж	[' (1884—1966), французский писатель — ']	['II', 'III']	['154,412,415,416,449,521,592,615', '368—370']
Дюма, Александр	[' (1802—1870), французский писатель — ']	['I', 'II']	['76,239', '565,599']
Дягилев, Сергей Павлович	[' (1872—1929), театральный и художественный деятель, антрепренер — ']	['III']	['368']
Дядя Генрих	[]	['']	[]
Дятлов	[' — ']	['III']	['433,437']
Евреинов, Николай Николаевич	[' (1879—1953), теоретик театра, режиссер — ']	['III']	['196']
Еврипид	[' (ок. 480 — ок. 406 до н. э.), древнегреческий поэт-драматург — ']	['I', 'II']	['99,201,225,226', '239,559']
Елисеев	[' <i>(Елисеевы),</i> купцы, владельцы известных гастрономов в Москве и Петербурге — ']	['II', 'IV']	['246', '67']
Елозо С.,	[' редактор воронежской газеты «Коммуна» и член редколлегии журнала «Подъем» — ']	['III']	['155']
Емельян	[' — ']	['IV']	['60']
Есенин, Сергей Александрович	[' (1895—1925), поэт — ']	['II', 'III']	['297', '173']
Етим, Эмин 	['(1837—1889), лезгинский поэт — ']	['III']	['261']
Жакоб, Макс	[' (1876—1944), французский поэт — ']	['II']	['451']
Жамм, Франсис	[' (1868—1938), французский писатель — ']	['I']	['110']
Жан Поль	[' (наст. имя Рихтер, Иоганн Пауль Фридрих; 1763—1825), немецкий писатель — ']	['II']	['601,603']
Жанна д’Арк	[' (ок. 1412—1431) — ']	['II']	['353,385,423,502']
Жаро,	[' участник Международной крестьянской конференции — ']	['II']	['327']
Желябов, Андрей Иванович	[' (1850—1881), революционер-народоволец — ']	['II']	['358']
Женя	[]	['']	[]
Жеро	[]	['']	[]
Живов, Марк Семенович	[' (1893—1962), переводчик, литературовед — ']	['III']	['146']
Жирарден, Эмиль	[' (1806—1881), французский публицист и политический деятель — ']	['II']	['304']
Жирмунский, Виктор Максимович 	['(1891—1971), литературовед — ']	['II']	['252,257']
Жироду, Жан	[' (1882—1944), французский писатель — ']	['II']	['591,592']
Жордания, Ной Николаевич	[' (1869—1953), председатель меньшевистского правительства Грузинской республики — ']	['II']	['316,319']
Жуков, Иннокентий Николаевич	[' (1875—1948), скульптор — ']	['II']	['381']
Жуковский, Василий Андреевич	[' (1783—1852), поэт — ']	['II']	['376,444']
Завадовский, Леонид Николаевич	[' (1888—1937/1938), писатель — ']	['IV']	['192,193,421']
Загоровский, Павел Леонидович	[' (1892—1952), психолог, профессор Воронежского пединститута — ']	['III']	['157']
Зайцев, переводчик	[' — ']	['III']	['263']
Замятин, Евгений Иванович	[' (1884—1937), писатель — ']	['II', 'IV']	['261,263,264', '97']
Замятина, Людмила Николаевна,	[' жена Е. И. Замятина — ']	['IV']	['97']
Зарубин, Леонид,	[' соученик О. Мандельштама — ']	['II']	['369']
Заславский, Давид Иосифович	[' (1880—1965), журналист — ']	['IV']	['116—118,120,121,124,125,128,129,131,395,397']
Звенигородский, Андрей Владимирович	[' (1878—1961), поэт — ']	['III']	['152']
Звягинцев, Егор	[' — ']	['III']	['434,435']
Звягинцев, Иван Акимович	[' — ']	['III']	['437']
Зелинский, Корнелий Люцианович 	['(1896—1970), литературовед, критик — ']	['IV']	['119,120,398']
Зенкевич, Александра Николаевна,	[' жена М. А. Зенкевича — ']	['IV']	['96,105']
Зенкевич, Михаил Александрович	[' (1891—1973), поэт, переводчик — ']	['I', 'IV']	['229', '96,97,104,105,119,136,143,169,389,405']
Зингер, Исаак Меррит	[' (1811—1875), американский изобретатель, усовершенствовавший швейную машинку (1851 г.), создатель немецкой фирмы по производству этих машин — ']	['III']	['303,375']
Зиновьев (Радомысльский), Григорий Евсеевич	[' (1883—1936), революционер, сов. госуд. и парт. деятель — ']	['IV']	['32']
Зозуля, Ефим Давыдович	[' (1891—1941), писатель — ']	['II']	['502']
Зола	[]	['']	[]
Золя, Эмиль	[' (1840—1902), французский писатель — ']	['I', 'II', 'III']	['111', '273,449', '373']
Зонин, Александр Ильич 	['(1901—1952), писатель, критик — ']	['IV']	['119,120,398']
Зоргенфрей, Вильгельм Александрович	[' (1882—1938), поэт, переводчик — ']	['II']	['252']
Зощенко, Михаил Михайлович	[' (1895—1958), писатель — ']	['II', 'III', 'IV']	['502,505', '172,178,179', '121,169']
Зубакин, Борис Михайлович	[' (1894—1938), поэт — ']	['IV']	['31']
Зуев	[' — ']	['III']	['437']
Зюй Тан,	[' император 1907—1916 из вьетнамской династии Нгуен — ']	['II']	['345']
Зюнтан	[]	['']	[]
Ибсен, Генрик	[' (1828—1906), норвежский драматург — ']	['II', 'III', 'IV']	['385,386,516', '182', '12']
Иван Грозный	[' (1530—1584), великий князь и русский царь 1533—1584 — ']	['II']	['359']
Иван I Калита	[' (Иван Данилович; ?—1340), московский великий князь 1328—1340 — ']	['III']	['278']
Иваницкий	[' — ']	['IV']	['135']
Иванов, Всеволод Вячеславович	[' (1895—1963), писатель — ']	['II', 'IV']	['264,445,500', '121']
Иванов, Вячеслав Иванович	[' (1866—1949), поэт — ']	['I', 'II', 'IV']	['180,207,226,229', '237,290,292,409,410', '13—20']
Иванов, Георгий Владимирович	[' (1894—1958), поэт — ']	['I', 'IV']	['76,239', '48']
Иванов-Разумник	[' (наст. имя Иванов, Разумник Васильевич; 1878—1946), критик, публицист, историк литературы — ']	['II']	['252']
Ивнев, Рюрик	[' (наст. имя Ковалев, Михаил Александрович; 1891—1981), писатель, переводчик — ']	['II']	['314']
Извольский, Александр Петрович	[' (1856—1919), русский госуд. деятель, дипломат — ']	['II']	['429']
Измаил Михайлович	[' — ']	['IV']	['98']
Ильин А. А.	[' (1857—1920-е), владелец картографической фирмы «Ильин и К<sup>о</sup>» — ']	['II']	['466,561']
Ильинский, Игорь Владимирович	[' (1901—1987), актер — ']	['II']	['503,504']
Ильф и Петров	[' (Файнзильберг, Илья Арнольдович; 1897—1937 и Катаев, Евгений Петрович; 1902—1942), писатели — ']	['II']	['501,502']
Ионов (Бернштейн), Илья Ионович	[' (1887—1942?), поэт, сов. издательский деятель — ']	['II', 'IV']	['81', '54,106—111,113,136,394']
Исай Бенедиктович	[]	['']	[]
Исаков, Яков Алексеевич	[' (1811—1881), книгопродавец и издатель — ']	['II']	['356']
Искандер	[]	['']	[]
Кабаррю (Тальен), Жанна Мари Игнация Тереза	[' (ок. 1773—1835), хозяйка политического салона в Париже — ']	['II']	['607']
Каблуков, Сергей Платонович	[' (1881—1919), преподаватель математики, музыкальный критик, секретарь Религиозно-философского общества — ']	['I', 'IV']	['55,57', '19,21,369,370']
Кавальканте деи Кавальканти,	[' отец Г. Кавальканти — ']	['III']	['223,447']
Кавальканти, Гвидо	[' (ок. 1259—1300), итальянский поэт — ']	['III']	['223,447']
Каверин (Зильбер), Вениамин Александрович	[' (1902—1989), писатель — ']	['II']	['499,500']
Каган, Вениамин Федорович	[' (1869—1953), математик — ']	['III']	['167']
Каганович	[' <i>(?)</i> — ']	['III']	['151']
Каганович, Лазарь Моисеевич	[' (1893—1991), сов. парт. и госуд. деятель — ']	['III']	['266,268']
Казанова, Джованни Джакомо	[' (1725—1798), итальянский авантюрист, писатель — ']	['II']	['424,599']
Кайзер, Георг	[' (1878—1945), немецкий драматург — ']	['II']	['441,637']
Какабадзе, Анатолий (Ананиа),	[' директор Национального музея Грузии — ']	['III']	['382,460']
Калашников, Александр Георгиевич	[' (1893—1962), физик, педагог, сов. госуд. деятель — ']	['IV']	['28,373']
Калиостро, Александр	[' (Джузеппе Бальзамо; 1743—1795), итальянский авантюрист — ']	['II']	['99,612']
Каммерер, Пауль	[' (1880—1926), австрийский зоолог — ']	['III']	['189']
Канатчиков, Семен Иванович	[' (1879—1940), партийный работник — ']	['IV']	['119,120,124,127,128,136,397,398']
Канделаки Д.,	[' нарком просвещения Грузии — ']	['II']	['608']
Кант, Иммануил	[' (1724—1804), немецкий философ — ']	['I', 'II', 'III']	['179,205', '251', '150,402']
Капиев, Эффенди Мансурович	[' (1909—1944), дагестанский писатель — ']	['III']	['260,263,264']
Кара-Дарвиш	[' (наст. имя Генджян, Акоп Минаевич; 1872—1930), армянский поэт — ']	['II']	['104,613']
Карамзин, Николай Михайлович	[' (1766—1826), писатель, историк — ']	['I', 'II']	['166,167', '251']
Каранович Е. Л.,	[' хозяйка московской квартиры, где жили Мандельштамы в 1931 г. — ']	['III']	['148,442']
Кариньян, Арташес Балясиевич	[' (1886—1982), сов. госуд. и парт. деятель, историк, литературовед — ']	['III']	['181,183']
Карл Великий	[' (742—814), франкский король 768—814 — ']	['II', 'III']	['109—132,137,138', '407']
Карл Орлеанский	[' (1394—1465), французский поэт — ']	['I']	['273']
Карл V	[' (1500—1558), император Священной Римской империи 1519—1555, испанский король 1516—1556 (под именем Карл I) — ']	['III']	['238']
Карл VI	[' (1368—1422), французский король 1380—1422 — ']	['I']	['169']
Карл VII	[' (1403—1461), французский король 1422—1461 — ']	['I']	['176']
Карл X	[' (1757—1836), французский король 1824—1830 — ']	['II']	['303']
Карпинская	[' — ']	['III']	['436']
Карпов, Пимен Иванович	[' (1887—1963), поэт — ']	['IV']	['31']
Карс, Адам	[' (1878—1958), английский музыковед, композитор, педагог — ']	['III']	['244']
Карташов, Антон Владимирович	[' (1875—1960), историк Церкви, председатель Религиозно-философского общества — ']	['I']	['130']
Карякин, Василий Никитович	[' (1872—1938), переводчик — ']	['III', 'IV']	['176', '102,116,120,121,128,397']
Катаев, Валентин Петрович	[' (1897—1986), писатель — ']	['II', 'IV']	['15,501,606,607', '405']
Каттанео В., 	['итальянский вокальный педагог — ']	['II']	['490']
Катулл, Гай Валерий	[' (ок. 87 — ок. 54 до н. э.), римский поэт — ']	['I', 'II']	['213', '293']
Каутский, Карл	[' (1854—1938), немецкий полит. деятель — ']	['II']	['316,317,375,376,629']
Качалов (Шверубович), Василий Иванович	[' (1875—1948), актер — ']	['III']	['381']
Каччагвидо,	[' прапрадед Данте — ']	['III']	['407']
Келлерман, Бернхард	[' (1879—1951), немецкий писатель — ']	['II']	['275']
Кернер, Карл Теодор	[' (1791—1813), немецкий писатель — ']	['II']	['356']
Кика	[]	['']	[]
Киплинг, Редьярд Джозеф	[' (1865—1936), английский писатель — ']	['II', 'III']	['464,584', '195']
Киреевский, Иван Васильевич	[' (1806—1856), философ, критик — ']	['II']	['384']
Кирпотин, Валерий Яковлевич	[' (1898—1990), литературовед — ']	['III']	['245,449']
Клебер, Курт	[' (1897—1959), немецкий писатель — ']	['II']	['521']
Клейнборт, Лев Максимович	[' (1875—1950), публицист, критик — ']	['II']	['380']
Клейст, Эвальд Христиан	[' (1715—1759), немецкий поэт — ']	['III']	['68,69,319']
Клемансо, Жорж Бенжамен	[' (1841—1929), французский госуд. и полит. деятель — ']	['II']	['429']
Клементи, Муцио	[' (1752—1832), пианист, композитор, дирижер — ']	['II']	['573']
Клингер, Фридрих Максимилиан	[' (1752—1831), немецкий писатель — ']	['III']	['420']
Клопшток, Фридрих Готлиб	[' (1724—1803), немецкий поэт — ']	['III']	['293']
Клычков (Лешенков), Сергей Антонович	[' (1889—1937), поэт — ']	['III', 'IV']	['67', '36,68,148,407']
Клюев, Николай Алексеевич	[' (1884—1937), поэт — ']	['II']	['238,297']
Ключевский, Василий Осипович 	['(1841—1911), историк — ']	['II']	['253']
Книп, Христиан Ганс	[' (1748—1825), немецкий пейзажист — ']	['III']	['387']
Ковалевский, Максим Максимович	[' (1851—1916), историк, юрист, русский полит. и госуд. деятель — ']	['II']	['368']
Коваленков, Александр Александрович	[' (1911—1971), поэт — ']	['III']	['411—414,462']
Ковач, Константин Владимирович	[' (1894?—1947?), музыкант, собиратель абхазских народных песен — ']	['III']	['382,460']
Коган, Петр Семенович	[' (1872—1932), историк литературы, критик — ']	['II', 'IV']	['562', '397']
Коген, Роза	[' (псевдоним, наст. имя не установлено), американский литератор — ']	['II', 'IV']	['597,598,651', '94']
Козаков, Михаил Эммануилович	[' (1897—1954), писатель — ']	['III', 'IV']	['146,194', '120,121']
Козырев, Михаил Яковлевич	[' (1892—1941), писатель — ']	['II']	['263,264']
Козьма Прутков	[' (коллективный псевдоним группы писателей: Толстого, Алексея Константиновича (1817—1875) и братьев Жемчужниковых — Алексея (1821—1908), Владимира (1830—1884) и Александра (1826—1896) Михайловичей) — ']	['II']	['500']
Коковцов, Владимир Николаевич	[' (1853—1943), русский госуд. деятель — ']	['II']	['429']
Кокорин, Павел Михайлович	[' (1884—1938), поэт — ']	['I']	['194,287']
Колачевский	[' — ']	['IV']	['25,26']
Колесников, Леонид Иосифович, 	['редактор — ']	['IV']	['120']
Колесникова	[' — ']	['IV']	['145']
Колли, Николай Григорьевич	[' (?) (1910—?), фотограф — ']	['IV']	['162,413']
Колосов,	[' автор письма в газету «Московский комсомолец» — ']	['II']	['525']
Колумб, Христофор	[' (1451—1506), мореплаватель — ']	['II', 'III']	['189', '204,238']
Кольцов, Алексей Васильевич	[' (1809—1842), поэт — ']	['III']	['105,108,341']
Кольцов (Фридлянд), Михаил Ефимович	[' (1898—1940), писатель, журналист, редактор журнала «Огонек» — ']	['II']	['502']
Комаров, Сергей Петрович	[' (1891—1957), кинорежиссер — ']	['II']	['503']
Комаровский, Василий Алексеевич	[' (1881—1914), поэт — ']	['IV']	['70,384']
Комиссаржевская, Вера Федоровна	[' (1864—1910), актриса — ']	['II']	['384—386']
Конар (Полащук), Федор Михайлович	[' (?—1933), сов. госуд. и парт. деятель — ']	['IV']	['86']
Коневец	[]	['']	[]
Коневской, Иван	[' (наст. имя Ореус, Иван Иванович; 1877—1901), поэт, критик, переводчик — ']	['II']	['376,388,391']
Кони, Анатолий Федорович	[' (1844—1927), юрист — ']	['IV']	['20']
Конор	[]	['']	[]
Копелянский, Абрам,	[' дядя О. Мандельштама — ']	['II', 'IV']	['493,', '84']
Коппе, Франсуа	[' (1842—1908), французский поэт — ']	['II']	['297']
Корнелий Непот 	['(ок. 100 — ок. 27 до н. э.), древнеримский историк и писатель — ']	['III']	['283']
Коробова П.(?),	[' издательский работник — ']	['IV']	['97—99,390']
Короленко, Владимир Галактионович	[' (1853—1921), писатель — ']	['II', 'III']	['81,391', '173']
Корсаков, Иван, 	['соученик О. Мандельштама — ']	['II']	['369']
Костер, Шарль Анри де	[' (1827—1879), бельгийский писатель — ']	['IV']	['296,425']
Костомаров, Николай Иванович	[' (1817—1885), историк, писатель — ']	['II']	['253']
Костров, Григорий Алексеевич,	[' поэт-метростроевец — ']	['III']	['266—268']
Кочин, Николай Иванович	[' (1902—1983), писатель — ']	['II']	['527—530,644']
Краевич, Константин Дмитриевич	[' (1833—1892), автор популярного учебника физики — ']	['II']	['375']
Кретова, Ольга Капитоновна	[' (р. 1903), писательница — ']	['IV']	['191—193,421']
Кретьен де Труа	[' (ок. 1135 — ок. 1183), французский поэт — ']	['II']	['328,329,631']
Крупенские,	[' братья, соученики О. Мандельштама — ']	['II']	['369']
Крученых	['<i>, Алексей Елисеевич</i> (1886—1968), поэт — ']	['II', 'IV']	['258', '405']
Крушельницкий, Марьян Михайлович	[' (1897—1963), актер — ']	['II']	['442,637']
Крылов, Иван Андреевич	[' (1769—1844), баснописец, драматург, журналист — ']	['III']	['179,203']
Ксеркс,	[' древнеперсидский царь 486—465 до н. э. — ']	['III']	['274']
Ксещинская	[]	['']	[]
Кубелик, Ян	[' (1880—1940), чешский скрипач и композитор — ']	['II']	['365,366']
Кугель, Александр Рафаилович	[' (1864—1928), театральный критик, драматург, режиссер — ']	['IV']	['70,383']
Кугель, Иона Рафаилович	[' (1873—?), заведующий вечерним выпуском «Красной газеты» — ']	['IV']	['82,385']
Кузин, Борис Сергеевич	[' (1903—1973), биолог — ']	['III', 'IV']	['69,189,191,194,195,380', '150,151,198—200,409,422']
Кузмин, Михаил Алексеевич	[' (1872—1936), поэт — ']	['I', 'II']	['207', '238,244,293,300,409']
Кузнецов, Константин Андреевич	[' (1899—1982), кинооператор — ']	['II']	['503']
Курбас, Лесь	[' (Александр Степанович; 1887—1942), театральный режиссер, актер — ']	['II']	['557,636']
Курбе, Гюстав	[' (1819—1877), французский художник — ']	['II']	['413,633']
Курихин, Федор Николаевич	[' (1881—1951), актер — ']	['II']	['245,622']
Кшесинская, Матильда Феликсовна	[' (1872—1971), балерина — ']	['IV']	['163']
Кювье, Жорж	[' (1769—1832), французский естествоиспытатель — ']	['III']	['213,444']
Ла Мазьер, Пьер	[' (1879—?), французский писатель — ']	['II']	['587']
Лаврентьев	[' — ']	['IV']	['82,86,88,91,92,385']
Лавров, Петр Лаврович	[' (1823—1900), философ, социолог, идеолог народничества — ']	['II']	['375']
Лаганский, Еремей Миронович	[' (1887—1942), журналист — ']	['IV']	['155,410']
Лагранж, Антоний, 	['священник костела св. Екатерины в Санкт-Петербурге — ']	['II']	['349']
Лакоба, Нестор Аполлонович	[' (1893—1936), абхазский сов. госуд. и парт. деятель — ']	['III']	['383,460']
Лакло, Пьер Шодерло де	[' (1741—1803), французский писатель — ']	['II']	['601']
Ламарк, Жан Батист	[' (1744—1829), французский натуралист — ']	['III', 'IV']	['61,62,200—203,213,386,391,393,397,398,461', '150']
Ламартин, Альфонс Мари Луи де	[' (1790—1869), французский поэт — ']	['II']	['278,353']
Ландсберги	[' — Эммануил Александрович, врач, провизор и его сын Леонид (ок. 1899—1957), юрист — ']	['II']	['394']
Лассаль, Фердинанд	[' (1825—1864), немецкий полит. деятель — ']	['II']	['380']
Латини, Брунетто	[' (ок. 1220 — ок. 1295), флорентийский политик и ученый, учитель Данте — ']	['III']	['220']
Лаура,	[' возлюбленная Петрарки — ']	['III']	['272']
Лафатер, Иоганн Каспар	[' (1741—1801), швейцарский философ и поэт — ']	['III']	['420,421']
Лафонтен, Жан де	[' (1621—1695), французский поэт-баснописец — ']	['II', 'III']	['464', '202,203,386']
Лахути, Абулкосим	[' (1887—1957), иранский поэт и революционер, таджикский сов. госуд. деятель — ']	['II']	['87']
Лев Платоныч,	[' переписчик — ']	['IV']	['70,383']
Левидов (Левит), Михаил Юльевич	[' (1892—1942), писатель — ']	['IV']	['397']
Левин, Федор Маркович	[' (1901—1972), писатель — ']	['IV']	['159,412']
Легисамон, Мартиньяно	[' (1858—1935), аргентинский писатель — ']	['II']	['596']
Лежнев И.	[' (наст. имя Альтшулер, Исай Григорьевич; 1891—1955), публицист, литературовед — ']	['III']	['374']
Лейбниц, Готфрид Вильгельм	[' (1646—1716), немецкий философ, математик — ']	['II']	['362']
Лекаш, Бернар	[' (1895—1968), французский писатель — ']	['II']	['449—452,638']
Леконт де Лиль, Шарль Мари	[' (1818—1894), французский поэт — ']	['I', 'III']	['225', '235']
Лена	[]	['']	[]
Ленин (Ульянов), Владимир Ильич	[' (1870—1924) — ']	['II', 'III', 'IV']	['163,344,406,407,460,545', '91,114,119,179,271,348,367,368,383', '150']
Лену	[' — ']	['III']	['420']
Леонардо да Винчи	[' (1452—1519), итальянский художник — ']	['I', 'II', 'III']	['192', '401', '232']
Леонидзе, Георгий Николаевич	[' (1899—1966), грузинский поэт — ']	['II']	['101,612']
Леонидов, Олег Леонидович	[' (1893—1951), киносценарист — ']	['II']	['503,504']
Леонов,	[' фининспектор — ']	['IV']	['84,86,93']
