Леонов, Леонид Максимович	[' (1899—1994), писатель — ']	['IV']	['151']
Леонтьев, Константин Николаевич	[' (1831—1891), писатель, критик — ']	['I', 'II']	['223', '387,391']
Леопольд II	[' (1835—1909), бельгийский король 1865—1909 — ']	['II']	['581,582']
Лермонтов, Михаил Юрьевич	[' (1814—1841), поэт — ']	['I', 'II', 'III', 'IV']	['157', '233,304,305,356,557,606,607', '65,123,317,353', '196']
Лесков, Николай Семенович	[' (1831—1895), писатель — ']	['II']	['239,264,401,445']
Лесников	[' — ']	['III']	['437']
Лешетицкий, Теодор	[' (Федор; 1830—1915), польский пианист, педагог — ']	['II']	['481']
Либкнехт, Карл	[' (1871—1919), деятель немецкого и международного рабочего движения — ']	['II']	['204,205']
Лившиц,	[' феодосийский торговец — ']	['II']	['393']
Лившиц, Бенедикт Константинович	[' (Бен; 1886—1938), поэт, переводчик — ']	['II', 'IV']	['85', '45,48,63,65,68,70—72,80,84,85,86,91,100,104—106,108—111,113,134,378']
Лившиц (Скачкова-Гуриновская), Екатерина Константиновна	[' (1902—1987), жена Б. К. Лившица, балерина — ']	['IV']	['48,56,63,68,84,91,379']
Лившиц, Кирилл Бенедиктович	[' (1925—1942), сын Б. К. и Е. К. Лившицев — ']	['IV']	['48,82,86,88,90,385']
Лидин, Владимир Германович	[' (1894—1979), писатель — ']	['II', 'IV']	['263', '134']
Лиля	[]	['']	[]
Лин,	[' поэт-красноармеец — ']	['II']	['405']
Лина	[]	['']	[]
Линдер, Макс	[' (наст. имя Габриель Максимилиан Левьель; 1883—1925) французский кинорежиссер, актер — ']	['II']	['503']
Линней, Карл	[' (1707—1778), шведский натуралист — ']	['III']	['200,201,203,204,213,385,386,391,393,397,461']
Липецкий (Каменский), Алексей Владимирович	[' (1887—1942), поэт, писатель — ']	['II']	['498,499,641']
Липкин, Семен Израилевич	[' (р. 1911), поэт, переводчик — ']	['IV']	['122,399']
Лист, Ференц	[' (Франц; 1811—1886), венгерский композитор, пианист, дирижер — ']	['II', 'III']	['481', '311']
Лихницкий	[' — ']	['IV']	['98']
Лихов	[' — ']	['IV']	['105']
Лихтенштейн, Альфред	[' (1889—1914), немецкий поэт — ']	['II']	['206,617']
Лихтерман, Вера,	[' поэтесса-метростроевец — ']	['III']	['268']
Лобачевский, Николай Иванович	[' (1792—1856), математик — ']	['I', 'IV']	['219', '15']
Лозинский, Михаил Леонидович	[' (1886—1955), поэт, писатель, переводчик — ']	['I']	['74,157']
Лоланов,	[' хозяин пансиона в Крыму — ']	['IV']	['78,100,384']
Ломоносов, Михаил Васильевич	[' (1711—1765) — ']	['I', 'II', 'III']	['206', '299,554', '237,349']
Лондон, Джек	[' (наст. имя Джон Гриффит; 1876—1916), американский писатель — ']	['I', 'II']	['188—190', '345,588']
Лопатинский	[' — ']	['IV']	['27']
Лотта	[]	['']	[]
Луи-Филипп	[' (1773—1850), французский король 1830—1848 — ']	['II']	['303']
Лукан, Марк Анней	[' (39—65), римский поэт — ']	['III']	['256,450']
Лукиан	[]	['']	[]
Лукницкий, Павел Николаевич	[' (1900—1973), писатель — ']	['II', 'IV']	['83', '101,388']
Луначарский, Анатолий Васильевич	[' (1875—1933), сов. госуд. и парт. деятель, писатель, критик — ']	['III', 'IV']	['379', '84,397']
Луппол, Иван Капитонович	[' (1896—1943), литературовед, историк, философ — ']	['III', 'IV']	['155', '166,199,414']
Львов-Рогачевский (Рогачевский), Василий Львович	[' (1873—1930), критик — ']	['IV']	['127,128,401']
Люба	[' — ']	['II']	['455,456']
Людовик Благочестивый	[' (778—840), франкский император 814—840 — ']	['II']	['121,130—134']
Людовик XI	[' (1423—1483), французский король 1461—1483 — ']	['I']	['172,176']
Людовик XVI	[' (1754—1793), французский король 1774—1792 — ']	['I']	['246']
Люлли, Жан Батист	[' (Джованни Баттиста; 1632—1687), французский композитор — ']	['III']	['244']
Люнель, Арман	[' (1892—1977), французский писатель — ']	['II']	['585,586']
Лютер, Мартин	[' (1483—1546), немецкий религиозный деятель, основатель протестантизма — ']	['I', 'II']	['84,224', '300,555,580']
Ляшкевич, Дмитрий Ефимович	[' (1904—1989), писатель — ']	['IV']	['145,146,406']
Мабо-Азовский, Михаил Васильевич	[' (1878—1961), банкир, поэт — ']	['II']	['395']
Мадемуазель Марс	[' (1779—1847), французская актриса — ']	['II']	['427,600,634']
Мазепа, Иван Степанович	[' (1644—1709), гетман Левобережной Украины — ']	['III']	['182']
Мазеса да Винчи,	[' грузинский художник — ']	['II']	['400—402']
Мазуркевич, Владимир Александрович	[' (1871—1942), поэт — ']	['II']	['316']
Макаров, Николай Петрович	[' (1808/10—1890), писатель, лексикограф — ']	['II', 'IV']	['401', '103']
Маковский, Сергей Константинович	[' (1877—1962), поэт, критик, издатель — ']	['IV']	['19,22,23,369']
Макс, Жан,	[' литератор — ']	['II']	['449']
Максимыч	[' — ']	['IV']	['88,387']
Маликов	[' — ']	['III']	['438']
Малларме, Стефан	[' (1842—1898), французский поэт — ']	['I', 'II']	['162,225,282', '289']
Мандельштам,	[' провизор, друг Э. В. Мандельштама — ']	['IV']	['71']
Мандельштам, Александр (Шурик) Александрович	[' (род. 1931), сын А. Э. Мандельштама — ']	['IV']	['165,188']
Мандельштам, Александр Эмильевич	[' (1892—1942), брат О. Мандельштама, библиограф — ']	['IV']	['13,14,23,24,26,29—32,34,37,38,40,41,49,50,54,59,78,80,94,95,139—141,145,147—149,153—155,165,183,184,187,198,201,367,374']
Мандельштам, Герман Вениаминович, брат Э. В. Мандельштама	[' — ']	['IV']	['41,71,376']
Мандельштам, Евгений Эмильевич	[' (1898—1979), брат О. Мандельштама, врач, кинодраматург — ']	['IV']	['9,23,24,29—33,38,40,41,44,49—59,62,64,67,68,70,71,81,84,85,88,89,96,100,106,133,134,137—140,142—144,151—155,175,176,180,186,198,373,374,403,404,418']
Мандельштам, Исай Бенедиктович	[' (1885—1950?), переводчик — ']	['III']	['167,168']
Мандельштам (Хазина), Надежда Яковлевна	[' (1899—1980), жена О. Мандельштама — ']	['III', 'IV']	['379', '25—27,30,32,33,37—96,101,105,106,110—112,119—121,127,132—139,141,142,144,145,148,149,151,154—173,181—190,192—196,200,201,386']
Мандельштам, Наталия (Тата) Евгеньевна	[' (1920—1942), дочь Е. Э. Мандельштама — ']	['IV']	['30,38,41,42,50—53,55—58,62—65,67,68,70,71,81,82,90,91,142,144,149,152,160,161,173,198,374']
Мандельштам (Вербловская), Флора Осиповна	[' (1866?—1916), мать О. Мандельштама — ']	['II', 'IV']	['361', '9,10,14,23,24,96,366']
Мандельштам, Эмиль (Хацкель) Вениаминович	[' (1852?—1938), отец О. Мандельштама — ']	['II', 'IV']	['361,362', '9,23,24,30—32,37—42,48,50—57,59,61—65,67—69,71,72,74,76—78,81,82,86—89,91,93,95,96,100,110—112,133,138—144,147—149,151—157,160,172,173,186,198,200,201,366,378']
Мандельштам, Юрий Евгеньевич	[' (1930—1990), сын Е. Э. Мандельштама — ']	['IV']	['143,144,149,152,160,161,173,198,404']
Манн, Клаус	[' (1906—1949), немецкий писатель — ']	['II']	['590,591']
Мануйлов, Виктор Андроникович	[' (1893—1988), литературовед — ']	['III', 'IV']	['145', '138,403']
Манштейн С. А.,	[' издатель — ']	['II']	['518']
Манэ (Мане), Эдуард	[' (1832—1883), французский художник — ']	['III']	['194']
Маран, Рене	[' (1887—1960), французский писатель — ']	['II']	['343,632']
Марат, Жан-Поль	[' (1743—1793), деятель Великой французской революции — ']	['II']	['81,482']
Маргарита (Гретхен),	[' служанка в страсбургском трактире, в которую был влюблен в юности Гете — ']	['III']	['287,288']
Маренг, Петро	[' — ']	['III']	['433']
Мариджан (Алексидзе), Мария Марковна	[' (1890—1978), грузинская писательница — ']	['II']	['99,612']
Мария Романовна	[' — ']	['IV']	['136']
Мария-Терезия	[' (1717—1780), австрийская императрица 1740—1780 — ']	['II']	['599']
Маркс, Карл	[' (1818—1883) — ']	['II', 'III', 'IV']	['375,376,436', '196,368', '12']
Марлинский А.	[]	['']	[]
Маро, Клеман	[' (1496—1544), французский поэт — ']	['II']	['278,626']
Марр, Николай Яковлевич	[' (1864—1934), востоковед, лингвист — ']	['III']	['181,185,207']
Марсев,	[' автор письма в газету «Московский комсомолец» — ']	['II']	['526']
Марцукко, Скорниджани,	[' флорентиец — ']	['III']	['259,450']
Марченко Д. А.	[' (?—1937), секретарь парторганизации ССП — ']	['IV']	['157,168,411']
Маршак, Самуил Яковлевич	[' (1887—1964), поэт, переводчик — ']	['IV']	['63,67,85,87,93']
Массне, Жюль Эмиль Фредерик	[' (1842—1912), французский композитор — ']	['II']	['560']
Матисс, Анри	[' (1869—1954), французский художник — ']	['III']	['198']
Махмуд	[' (наст. имя Махмуд Магомедов; 1873—1919), аварский поэт — ']	['III']	['260']
Машар, Альфред	[' (1887—?), французский писатель — ']	['II']	['591']
Маяковский, Владимир Владимирович	[' (1893—1930), поэт — ']	['II', 'III']	['87,257—259,296,297,341,409', '268,269,373,381']
Мдивани Э. Н.,	[' генерал, командующий войсками в Батумском округе — ']	['II']	['314,316']
Мдивани, Нина,	[' дочь Э. Н. Мдивани — ']	['II']	['102,612']
Мейер А.,	[' французский газетный делец — ']	['II']	['635']
Мейерхольд, Всеволод Эмильевич	[' (1874—1940), режиссер, актер — ']	['II']	['435,440,459']
Мейринк, Густав	[' (1868—1932), австрийский писатель — ']	['II']	['599,651']
Меньшиков, Михаил Осипович	[' (1859—1919), публицист — ']	['II']	['374']
Мережковский, Дмитрий Сергеевич	[' (1866—1941), писатель — ']	['IV']	['16']
Мериме, Проспер	[' (1803—1870), французский писатель — ']	['II']	['254,261,441,595']
Мерк, Иоганн Генрих	[' (1741—1791), друг молодости Гете — ']	['III']	['420,421']
Метерлинк, Морис	[' (1862—1949), бельгийский писатель — ']	['II', 'IV']	['385,516', '19']
Меттерних, Клеменс Венцель Лотар	[' (1773—1859), австрийский госуд. деятель, дипломат — ']	['I']	['106,246']
Микеланджело Буонарроти	[' (1475—1564), итальянский скульптор, живописец, архитектор — ']	['III']	['89,131']
Милль, Джон Стюарт	[' (1806—1873), английский философ — ']	['II']	['358']
Милюков, Павел Николаевич	[' (1859—1943), русский полит. деятель, лидер партии кадетов, историк — ']	['II']	['83']
Мин Г. А.,	[' полковник — ']	['II']	['383']
Минский Н.	[' (наст. имя Виленкин, Николай Максимович; 1855—1937), поэт — ']	['IV']	['12,366']
Мирабо, Оноре Габриель Рикетти	[' (1749—1791), деятель Великой французской революции — ']	['II', 'III']	['81', '49,311']
Митрохин, Дмитрий Исидорович	[' (1883—1973), художник — ']	['IV']	['98']
Митя,	[' сосед Н. Я. Мандельштам по пансиону — ']	['IV']	['66,76—78']
Михайлов, Николай Михайлович	[' (1878—1904), поэт — ']	['II']	['381']
Михайлов, Шахабудны,	[' дагестанский поэт — ']	['III']	['264']
Михайловский, Николай Константинович	[' (1842—1904), публицист, социолог, критик — ']	['II']	['375,378—381']
Михоэлс (Вовси), Соломон Михайлович	[' (1890—1948), актер, режиссер — ']	['II']	['446—448,557—559']
Мицишвили (Сирбиладзе), Николоз Иосифович	[' (1894—1937), грузинский поэт — ']	['II']	['102,612']
Миша	[]	['']	[]
Мнишек, Марина	[' (?—1614), жена Лжедмитрия I — ']	['III']	['87']
Молль	[]	['']	[]
Молчанов, Борис,	[' жених Н. Е. Штемпель — ']	['IV']	['194']
Моль, Жюль	[' (1800—1876), немецкий востоковед, автор французского перевода поэмы Фирдоуси «Шахнаме» — ']	['III']	['205']
Мольер (Поклен), Жан-Батист	[' (1622—1673), французский драматург, актер — ']	['II', 'III']	['353,443', '369']
Моммзен, Теодор	[' (1817—1903), немецкий историк — ']	['I']	['226']
Монтескье, Шарль Луи де Секонда, барон де Ла Бред	[' (1689—1755), французский писатель, философ — ']	['II']	['281,343']
Монэ (Моне), Клод	[' (1840—1926), французский художник — ']	['III']	['194,199,384,385,397']
Мопассан, Анри Рене Альбер Ги де	[' (1850—1893), французский писатель — ']	['II', 'IV']	['509,522', '157,166']
Моргулис, Александр Осипович	[' (1898—1938), писатель, переводчик — ']	['III', 'IV']	['145—147', '134,138,403']
Мордкин, Михаил Михайлович	[' (1881—1944), артист балета — ']	['IV']	['26,372']
Морозов,	[' автор письма в газету «Московский комсомолец» — ']	['II']	['525']
Морозов, Николай Александрович	[' (1854—1946), русский рев. и общ. деятель, писатель, ученый — ']	['II']	['602']
Моцарт, Вольфганг Амадей	[' (1756—1791), австрийский композитор — ']	['I']	['231']
Мочульский, Константин Васильевич	[' (1892—1948), литературовед — ']	['IV']	['26,372']
Мравьян (Мравян), Асканаз Артемьевич	[' (1886—1929), армянский парт. и госуд. деятель — ']	['III']	['172']
Муссолини, Бенито	[' (1883—1945), глава итальянской фашистской партии и фашистского правительства в 1922—1943 гг. — ']	['II']	['606']
Мюссе, Альфред де	[' (1810—1857), французский поэт — ']	['II']	['282,293']
Мякотин, Венедикт Александрович	[' (1867—1937), историк и публицист — ']	['II']	['379']
Надежда,	[' домработница Мандельштама Е. Э. — ']	['IV']	['55,62,65']
Надеждин,	[' соученик О. Мандельштама — ']	['II']	['369']
Надсон, Семен Яковлевич	[' (1862—1887), поэт — ']	['II']	['292,357,367,381']
Наполеон I, Бонапарт	[' (1769—1821), французский император 1804—1814, март—июнь 1815 — ']	['I', 'II', 'III']	['106,246', '147,272—274,305,353,356,424,426,557,600,607', '296,368']
Нарбут, Владимир Иванович	[' (1888—1938), поэт — ']	['I', 'IV']	['229', '80,95,100,104,105,108,385,393']
Натансон (Бобров), Марк Андреевич	[' (1850—1919), революционер — ']	['II']	['379']
Наташа	[]	['']	[]
Недоброво, Николай Владимирович	[' (1882—1919), поэт, филолог и критик — ']	['I', 'II']	['159,282', '390']
Нейгауз, Генрих Густавович	[' (1888—1964), пианист — ']	['III']	['49']
Нейштадт, Владимир Ильич	[' (1898—1959), поэт, переводчик — ']	['IV']	['121']
Некрасов, Николай Алексеевич	[' (1821—1877), поэт — ']	['I', 'II', 'III']	['217,224', '238,253,292,305,367,368', '75,370,454']
Нерадов, Георгий Борисович	[' (1882—?), критик — ']	['III']	['374']
Нерон, Клавдий Цезарь	[' (37—68), римский император 54—68 — ']	['II']	['478']
Никитин, Иван Саввич	[' (1824—1861), поэт — ']	['II']	['367,368']
Никитин, Николай Николаевич	[' (1895—1963), писатель — ']	['II']	['263,264']
Николай I	[' (1796—1855), русский император 1825—1855 — ']	['II']	['349,369']
Нилендер, Владимир Оттонович	[' (1883—1965), поэт, переводчик — ']	['III']	['153']
Ниссон	[]	['']	[]
Новалис	[' (наст. имя Фридрих фон Гарденберг; 1772—1801), немецкий поэт — ']	['I', 'II', 'III']	['230', '238,254,340', '256']
Новиков, Николай Иванович	[' (1744—1818), просветитель, писатель, журналист, книгоиздатель — ']	['II']	['390,391']
Новинский, Александр Александрович	[' (?—1958?), начальник феодосийского порта — ']	['II']	['393—396']
Носов,	[' поэт-красноармеец — ']	['II']	['404']
Нусинов, Исаак Маркович	[' (1889—1950), критик, литературовед — ']	['IV']	['397']
Ньютон, Исаак	[' (1643—1727), английский физик и математик — ']	['III']	['167']
Нюэн-Ай-Как	[' (псевдонимы: Нгуен Ай Куок, Хо Ши Мин и др.; наст. имя Нгуен Тат Тхань; 1890—1969), вьетнамский полит. и госуд. деятель — ']	['II']	['342—345,632']
Ованесьян (Ованесян), Ашот Гареникович	[' (1887—1972), армянский госуд. и парт. деятель, историк — ']	['III']	['184,185']
Овидий	[' (Публий Овидий Назон; 43 до н. э. — 17 н. э.), римский поэт — ']	['I', 'II', 'III', 'IV']	['100,212—214,225,226', '293', '257,283,405', '83']
Овсянико-Куликовский, Дмитрий Николаевич	[' (1853—1920), литературовед, лингвист, историк культуры — ']	['II']	['368,411']
Овчинникова, Ольга Андреевна,	[' юрист — ']	['III']	['150,442']
Огарев, Николай Платонович	[' (1813—1877), поэт, публицист — ']	['II']	['302,556']
О’Генри	[' (наст. имя Уильям Сидни Портер; 1862—1910), американский писатель — ']	['II']	['345']
Огнев Н.	[' (наст. имя Розанов, Михаил Григорьевич; 1888—1938), писатель — ']	['II']	['524,525,643']
Одоевский, Александр	[' <i>Иванович</i> (1802—1839), поэт, декабрист — ']	['I']	['230']
Озанфан, Амедей	[' (1886—1966), французский художник — ']	['III']	['199']
Озеров, Владислав Александрович	[' (1769—1816), драматург — ']	['I']	['101']
Озенфан	[]	['']	[]
Оксенштейны,	[' соседи и друзья Гете в детстве — ']	['III']	['282']
Олеша, Юрий Карлович	[' (1899—1960), писатель — ']	['II', 'IV']	['501', '120']
Островер, Леон Исаакович	[' (1889—1962), писатель — ']	['III']	['146']
Островский, Александр Николаевич	[' (1823—1886), драматург — ']	['II']	['443']
Острогорский, Александр Яковлевич	[' (1868—1908), редактор журнала «Образование» — ']	['II']	['369']
Оцуп, Николай Авдиевич	[' (1894—1959), поэт — ']	['I']	['161']
Павленко, Петр Андреевич	[' (1899—1951), писатель — ']	['IV']	['146,406']
Павлинова, Наталья Николаевна	[' (1888?—1942), писательница — ']	['II']	['380']
Паганини, Никколо	[' (1782—1840), итальянский скрипач и композитор — ']	['II', 'III']	['99', '86']
Пайро, Роберто	[' (1867—1928), аргентинский писатель — ']	['II']	['595']
Палестрина	[' (Джованни Пьерлуиджи да Палестрина; 1524/1525—1594), итальянский композитор — ']	['I']	['140']
Паллада	[]	['']	[]
Паллас, Петр Симон	[' (1741—1811), немецкий и русский натуралист, путешественник — ']	['III']	['200,201,212,213,387—390,393,461']
Панферов, Федор Иванович	[' (1896—1960), писатель — ']	['II']	['86,528']
Паня	[' — ']	['IV']	['26']
Парацельс, Филипп Ауреол Теофраст Бомбаст фон Гогенгейм	[' (1493—1541), немецкий врач и естествоиспытатель — ']	['III']	['238']
Парнах (Парнок), Валентин Яковлевич	[' (1891—1951), поэт, переводчик, танцовщик, теоретик танца, брат С. Я. Парнок — ']	['IV']	['30,31,40,374']
Парнок (Парнах), София Яковлевна	[' (1885—1933), поэтесса, переводчица — ']	['II']	['257']
Паршин,	[' автор письма в газету «Московский комсомолец» — ']	['II']	['527']
Паскевич, Иван Федорович	[' (1782—1856), генерал-фельдмаршал, главнокомандующий русской армией и наместник на Кавказе в 1827—1830 гг. — ']	['III']	['377,459']
Пастернак, Борис Леонидович	[' (1890—1960) — ']	['II', 'III', 'IV']	['259,293,298—302,409,553—556', '371,411,418', '54,78—80,120,171,174,175']
Пастернак (Еремеева, Нейгауз), Зинаида Николаевна	[' (1893—1966), вторая жена Б. Л. Пастернака — ']	['IV']	['171,416']
Пелагея Герасимовна,	[' хозяйка воронежской квартиры — ']	['IV']	['188,420']
Пеллико, Сильвио	[' (1789—1854), итальянский писатель — ']	['II']	['315']
Пепин	[]	['']	[]
Пергамент,	[' отец В. С. Пергамент — ']	['II']	['486,575']
Пергамент, Вера Сергеевна,	[' родственница Ф. О. Вербловской, пианистка — ']	['II']	['486,575']
Перго, Луи	[' (1882—1914), французский писатель — ']	['II']	['463,464,583—585']
Перегудов, Александр Владимирович	[' (1894—1989), писатель — ']	['II']	['500']
Перовская, Софья Львовна	[' (1853—1881), русская революционерка — ']	['II']	['253,358']
Перутц, Лео	[' (1884—1957), немецкий писатель — ']	['II']	['588']
Песков, Борис Глебович	[' (1909—1944), писатель — ']	['IV']	['192,193,421']
Петр I	[' (1672—1725), российский царь и император 1682—1721 — ']	['I', 'II', 'III']	['82,83,130,200,240,241', '310,486,574', '279']
Петрарка, Франческо	[' (1304—1374), итальянский поэт — ']	['III']	['72,80,272,321']
Петрова, Александра Михайловна	[' (1871—1921), педагог, антропософка — ']	['II']	['396']
Петровых, Мария Сергеевна	[' (1908—1979), поэтесса, переводчица — ']	['III', 'IV']	['152,153,334', '363']
Петрункевич, Иван Ильич	[' (1843—1928), русский полит. деятель — ']	['II']	['368,369']
Петухов,	[' автор письма в газету «Московский комсомолец» — ']	['II']	['526,527']
Пешехонов, Алексей Васильевич	[' (1867—1933), публицист и общественный деятель — ']	['II']	['379']
Пешков, Алексей Максимович	[]	['']	[]
Пикар, Мари Жорж	[' (1854—1914), французский полковник, боровшийся за оправдание А. Дрейфуса, впоследствии генерал и военный министр — ']	['II']	['347']
Пикассо, Пабло	[' (1881—1973), французский художник — ']	['II', 'III']	['234,235', '199']
Пильняк (Вогау), Борис Андреевич	[' (1894—1938), писатель — ']	['II']	['261—264,275,445']
Пипин Короткий	[' (714—768), франкский майордом и король 751—768 — ']	['II']	['140']
Пиранделло, Луиджи	[' (1867—1936), итальянский драматург — ']	['II']	['509']
Пиросманашвили (Пиросмани), Нико	[' (1862?—1918), грузинский художник — ']	['II']	['235,620']
Писарев, Александр Иванович	[' (1803—1828), драматург — ']	['II']	['375,516']
Писсарро, Камиль	[' (1830—1903), французский художник — ']	['III']	['199']
Плетнева (Щетинина), Александра Васильевна	[' (1826—1901), жена поэта П. А. Плетнева — ']	['IV']	['20,369']
Плеханов, Георгий Валентинович	[' (1856—1918), деятель социал-демократического движения, философ — ']	['II']	['376']
Плещеев, Алексей Николаевич	[' (1825—1893), поэт — ']	['II']	['367']
Плоткин, Лев Абрамович	[' (1906—1978), литературовед — ']	['IV']	['158,412']
Плиний Младший	[' (Гай Плиний Цецилий Секунд; ок. 62 — ок. 114), древнеримский госуд. деятель, писатель — ']	['IV']	['170,415']
По	['<i>, Эдгар Аллан</i> (1809—1849), американский писатель, поэт — ']	['I', 'II', 'IV']	['80,225', '289,445', '45,46,109']
Подвойский, Николай Ильич	[' (1880—1948), сов. госуд. и парт. деятель — ']	['II', 'III']	['504,642', '196']
Подобедов, Максим Михайлович	[' (1897—?), писатель, журналист — ']	['III', 'IV']	['451', '168,415']
Покровский, Вадим	[' (1909—?), воронежский писатель — ']	['III']	['157']
Полежаев, Александр Иванович	[' (1804—1838), поэт — ']	['I']	['194']
Поло, Марко	[' (1254—1323), итальянский путешественник — ']	['III']	['385']
Полонский (Гусин), Вячеслав Павлович	[' (1886—1932), критик, журналист — ']	['IV']	['143,404,405']
Полоцкий, Симеон	[' (1629—1680), писатель — ']	['I']	['217']
Поляков,	[' поэт-красноармеец — ']	['II']	['403']
Поляков, Сергей Александрович	[' (1874—1943), литератор, переводчик — ']	['IV']	['28,373']
Попова, Еликонида Ефимовна	[' (Лиля; 1903—1964), режиссер — ']	['IV']	['171,198,416']
Потапенко, Игнатий Николаевич	[' (1856—1929), литератор — ']	['IV']	['36,376']
Потебня, Александр Афанасьевич	[' (1835—1891), филолог — ']	['II']	['257']
Потемкин, Петр Петрович	[' (1886—1926), поэт — ']	['II']	['243,244,621']
Пришвин, Михаил Михайлович	[' (1873—1954), писатель — ']	['II']	['263,264']
Пржесецкий,	[' соученик О. Мандельштама — ']	['II']	['369']
Проппер, Соломон Максимович	[' (1855—1931), издатель газеты «Биржевые ведомости», журнала «Огонек» — ']	['III']	['174']
Пруст, Марсель	[' (1871—1922), французский писатель — ']	['II']	['498,521,591']
Птолемей, Клавдий	[' (II в.), древнегреческий ученый — ']	['III']	['240,251,304']
Птоломей	[]	['']	[]
Пуанкаре, Раймон	[' (1860—1934), французский госуд. деятель, президент Франции в 1913—1920 — ']	['II']	['429']
Пугачев, Емельян Иванович	[' (1740/42—1775) — ']	['II', 'III']	['328', '279,388']
Пудовкин, Всеволод Илларионович	[' (1893—1953), кинорежиссер — ']	['II']	['508']
Пулай, Анри	[' (1896—1980), французский писатель — ']	['II']	['593—595']
Пунин, Николай Николаевич	[' (1888—1953), искусствовед, третий муж А. А. Ахматовой — ']	['IV']	['48,49,59,61,62,68,74,379']
Пунина (Аренс), Анна Евгеньевна	[' (1892—1943), врач-терапевт, первая жена Н. Н. Пунина — ']	['IV']	['48,56,379']
Пунина, Ирина	[' (род. 1921), дочь Н. Н. Пунина — ']	['IV']	['61,68']
Пушкин, Александр Сергеевич	[' (1799—1837) — ']	['I', 'II', 'III', 'IV']	['157,166,168,183,186,195,201,202,206,213,214,217,219,230', '233,237,238,254,255,261,279,280,296,298,300,356—358,367,404,411,444,461,468,523,525,550,552,554,555,570', '93,195,224,260,267,336,370,400,401', '96,166']
П. Я.	[]	['']	[]
Пяст (Пестовский), Владимир Алексеевич	[' (1886—1940), поэт, переводчик — ']	['I', 'II', 'III', 'IV']	['158', '87', '154', '97,390']
Рабинович,	[' доктор — ']	['IV']	['145']
Рабинович, Генрих Яковлевич,	[' знакомый О. Мандельштама — ']	['II']	['434,486,569,575']
Рабичев И.,	[' художник-декоратор в ГОСЕТе — ']	['II']	['447']
Рабле, Франсуа	[' (ок. 1494—1553), французский писатель — ']	['I', 'II', 'III', 'IV']	['229', '220,262,278,413', '373', '47,108']
Радиге, Раймон	[' (1903—1923), французский писатель — ']	['II']	['591']
Радичев	[]	['']	[]
Радищев, Александр Николаевич	[' (1749—1802), писатель, просветитель — ']	['II']	['390,391']
Радлов, Сергей Эрнестович	[' (1892—1958), режиссер — ']	['IV']	['71,384']
Радлова (Дармолатова), Анна Дмитриевна	[' (1891—1949), поэтесса, переводчица — ']	['II', 'IV']	['86,257,624', '30,71,374']
Расин, Жан	[' (1639—1699), французский драматург — ']	['I', 'II', 'III']	['117,228,229,230', '142,278,550', '369']
Распутин (Новых), Григорий Ефимович	[' (1864/1865/1872—1916), фаворит императора Николая II и императрицы Александры Федоровны, авантюрист — ']	['II']	['242']
Рафалович, Артур	[' — ']	['II']	['429']
Рафаэль Санти	[' (1483—1520), итальянский художник — ']	['III']	['53,107']
Рашель	[' (наст. имя Элизабет Рашель Феликс; 1821—1858), французская актриса — ']	['I']	['98']
Реентович, Марк Наумович	[' (1886—1953), скрипач, педагог — ']	['IV']	['164,414']
Рейзнеры,	[' феодосийские торговцы — ']	['II']	['393']
Рейлес, Карлос	[' (1868—1938), уругвайский писатель — ']	['II']	['650']
Рейсдаль, Якоб ван	[' (1628/1629—1682), голландский художник — ']	['III']	['103']
Рембо, Артюр	[' (Рэмбо, Артур; 1854—1891), французский поэт — ']	['II', 'III']	['101,103,236,356,613', '235,254']
Рембрандт, Харменс ван Рейн	[' (1606—1669), голландский художник — ']	['II', 'III']	['477', '53,55,119,417']
Ренан, Эрнест Жозеф	[' (1823—1892), французский историк религии, философ — ']	['II']	['374']
Ренуар, Огюст	[' (1841—1919), французский художник — ']	['III']	['199,384']
Ренье, Анри де	[' (1864—1936), французский писатель — ']	['II']	['521']
Риве, Шарль,	[' корреспондент газеты «Тан» в Москве — ']	['II']	['430']
Рид, Томас Майн	[' (1818—1883), английский писатель — ']	['II', 'IV']	['520', '99,100,104,106—109,111,120']
Римский-Корсаков, Андрей Николаевич	[' (1870—1940), музыковед, сын Н. А. Римского-Корсакова — ']	['IV']	['21,370']
Робакидзе, Григол Титович	[' (1884—1962), грузинский писатель — ']	['II']	['104,613']
Робеспьер, Максимилиан Мари Изидор	[' (1758—1794), деятель Великой французской революции — ']	['I', 'II', 'III']	['213', '423', '391,461']
Рогачевский В. Л.	[]	['']	[]
Роденбах, Жорж	[' (1855—1898), бельгийский писатель — ']	['IV']	['12']
Родичев, Федор Измайлович	[' (1853—1932), русский полит. деятель — ']	['II']	['368,369']
Родченко, Александр Михайлович	[' (1891—1956), художник — ']	['II']	['503,504']
Рождественский, Всеволод Александрович	[' (1895—1977), поэт — ']	['I']	['157']
Рожицына, Екатерина Георгиевна,	[' переводчица — ']	['IV']	['119']
Роза	[]	['']	[]
Розанов, Василий Васильевич	[' (1856—1919), писатель, критик, философ — ']	['I', 'II', 'IV']	['222—225', '247', '12']
Розенталь, Юлий Матвеевич	[' (ок. 1840 — до 1916), друг семьи Мандельштамов — ']	['II', 'IV']	['373—376', '9,23,366']
Розинер,	[' киевский торговец лесом — ']	['II']	['437']
Роллан, Ромен	[' (1866—1944), французский писатель — ']	['II', 'III']	['270,274,412,449', '367,368,370']
